subclasse,municipio,saldomovimentacao,competenciamov
8129000,431690,-1,202501
8111700,431690,-1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8111700,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8121400,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8111700,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8121400,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
3811400,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8111700,431690,-1,202501
8111700,431690,1,202501
8129000,431690,1,202501
8121400,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8121400,431690,-1,202501
8020001,431690,-1,202501
3811400,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8020001,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8121400,431690,-1,202501
8129000,431690,1,202501
3811400,431690,-1,202501
8020001,431690,-1,202501
8121400,431690,-1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8020001,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
8111700,431690,-1,202501
8121400,431690,1,202501
3811400,431690,-1,202501
3811400,431690,-1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
8129000,431690,-1,202501
3811400,431690,-1,202501
8129000,431690,-1,202501
8129000,431690,1,202501
8129000,431690,1,202501
8129000,431690,-1,202501
