subclasse,municipio,saldomovimentacao,competenciamov
8020001,432145,-1,202501
3811400,430780,1,202501
8121400,431140,-1,202501
8111700,431570,-1,202501
8111700,431680,-1,202501
8121400,431680,1,202501
8020001,431570,1,202501
8129000,432130,-1,202501
8111700,432260,1,202501
8121400,431680,1,202501
8121400,431140,1,202501
8121400,431680,1,202501
8020001,432260,-1,202501
9700500,432260,-1,202501
8111700,431140,1,202501
8111700,431680,-1,202501
8121400,431680,1,202501
8121400,431260,-1,202501
8111700,431680,1,202501
8121400,431680,1,202501
8121400,432260,1,202501
8130300,431680,-1,202501
8121400,431140,1,202501
8121400,431140,-1,202501
3811400,431140,1,202501
3811400,431680,1,202501
8020001,430650,1,202501
8121400,431140,1,202501
8111700,432260,1,202501
9700500,432260,1,202501
8121400,431140,1,202501
8020001,431680,1,202501
8111700,431680,-1,202501
8020001,431570,-1,202501
8121400,430100,-1,202501
8121400,431680,1,202501
8121400,431680,1,202501
8121400,431680,-1,202501
8122200,431140,-1,202501
8121400,431680,-1,202501
8121400,431680,1,202501
8121400,431140,1,202501
9700500,432260,-1,202501
8111700,431140,1,202501
8111700,431140,-1,202501
3839401,430469,1,202501
8122200,431570,1,202501
8130300,431680,-1,202501
8020001,432260,1,202501
8121400,431140,1,202501
9700500,432260,1,202501
8121400,431680,1,202501
8121400,431680,-1,202501
8111700,432260,-1,202501
8121400,431680,1,202501
8121400,431680,-1,202501
8129000,431475,1,202501
8121400,431680,-1,202501
8121400,431140,-1,202501
3811400,431140,-1,202501
8020001,430650,1,202501
3811400,432070,-1,202501
8020001,430650,1,202501
8121400,431140,-1,202501
8020001,431140,-1,202501
8020001,431680,1,202501
8121400,431680,-1,202501
8121400,431140,-1,202501
8020001,431570,-1,202501
8020001,430650,1,202501
3811400,432070,1,202501
8020001,431570,-1,202501
8121400,432260,-1,202501
8121400,431680,1,202501
8121400,431140,1,202501
8129000,431140,1,202501
8121400,431140,1,202501
8121400,431140,1,202501
8121400,432260,1,202501
8121400,431680,1,202501
8121400,431140,1,202501
8121400,431140,1,202501
8121400,431140,1,202501
8121400,431140,-1,202501
8111700,431570,-1,202501
8121400,432260,-1,202501
8111700,431140,1,202501
8111700,431140,1,202501
8121400,431140,-1,202501
8111700,430780,-1,202501
8121400,431140,-1,202501
